page,line,text,zh-CN,en,es,es-ES,pt-BR,pt-PT,ja,ru,de,fr,ko,pl,it,nl,tr,th,id,vi,sv,cs
docs/getting-started/trial-comparison.md,109,"      <td className=""trial-cell"">僅可建立 1 個</td>","<td className=""trial-cell"">仅可建立 1 个</td>","<td className=""trial-cell"">Can only create 1</td>","<td className=""trial-cell"">Solo se puede crear 1</td>","<td className=""trial-cell"">Solo se puede crear 1</td>","<td className=""trial-cell"">Só é possível criar 1</td>","<td className=""trial-cell"">Apenas é possível criar 1</td>","<td className=""trial-cell"">1つのみ作成可能</td>","<td className=""trial-cell"">Можно создать только 1</td>","<td className=""trial-cell"">Kann nur 1 erstellt werden</td>","<td className=""trial-cell"">Ne peut créer que 1</td>","<td className=""trial-cell"">1개만 생성 가능</td>","<td className=""trial-cell"">Można utworzyć tylko 1</td>","<td className=""trial-cell"">È possibile crearne solo 1</td>","<td className=""trial-cell"">Kan er slechts 1 maken</td>","<td className=""trial-cell"">Yalnızca 1 adet oluşturulabilir</td>","<td className=""trial-cell"">สร้างได้เพียง 1 อันเท่านั้น</td>","<td className=""trial-cell"">Hanya dapat membuat 1</td>","<td className=""trial-cell"">Chỉ có thể tạo 1</td>","<td className=""trial-cell"">Kan endast skapa 1</td>","<td className=""trial-cell"">Lze vytvořit pouze 1</td>"
docs/getting-started/trial-comparison.md,110,"      <td className=""pro-cell""><span className=""dot ok""></span> 無數量限制</td>","<td className=""pro-cell""><span className=""dot ok""></span> 无数量限制</td>","<td className=""pro-cell""><span className=""dot ok""></span> No quantity limit</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sin límite de cantidad</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sin límite de cantidad</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sem limite de quantidade</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sem limite de quantidade</td>","<td className=""pro-cell""><span className=""dot ok""></span> 数量制限なし</td>","<td className=""pro-cell""><span className=""dot ok""></span> Без ограничений по количеству</td>","<td className=""pro-cell""><span className=""dot ok""></span> Keine Mengenbeschränkung</td>","<td className=""pro-cell""><span className=""dot ok""></span> Aucune limite de quantité</td>","<td className=""pro-cell""><span className=""dot ok""></span> 수량 제한 없음</td>","<td className=""pro-cell""><span className=""dot ok""></span> Bez limitu ilości</td>","<td className=""pro-cell""><span className=""dot ok""></span> Nessun limite di quantità</td>","<td className=""pro-cell""><span className=""dot ok""></span> Geen kwantiteitslimiet</td>","<td className=""pro-cell""><span className=""dot ok""></span> Miktar sınırı yok</td>","<td className=""pro-cell""><span className=""dot ok""></span> ไม่จำกัดจำนวน</td>","<td className=""pro-cell""><span className=""dot ok""></span> Tanpa batasan jumlah</td>","<td className=""pro-cell""><span className=""dot ok""></span> Không giới hạn số lượng</td>","<td className=""pro-cell""><span className=""dot ok""></span> Ingen mängdbegränsning</td>","<td className=""pro-cell""><span className=""dot ok""></span> Bez kapacitního omezení</td>"
docs/getting-started/trial-comparison.md,113,<td>觀眾聊天室點歌</td>,<td>观众聊天室点歌</td>,<td>Viewer Chat Song Request</td>,<td>Petición de canciones por el chat de espectadores</td>,<td>Petición de canciones por el chat de espectadores</td>,<td>Pedido de Músicas pelo Chat de Espectadores</td>,<td>Pedido de Músicas pelo Chat de Espectadores</td>,<td>視聴者チャット曲リクエスト</td>,<td>Заказ песен через чат зрителей</td>,<td>Zuschauer-Chat-Songwunsch</td>,<td>Demande de chansons par le chat des spectateurs</td>,<td>시청자 채팅창 신청곡</td>,<td>Zgłaszanie piosenek na czacie widzów</td>,<td>Richiesta canzoni dalla chat degli spettatori</td>,<td>Viewer chat songaanvraag</td>,<td>İzleyici Sohbeti Şarkı İsteği</td>,<td>ขอเพลงผ่านแชทผู้ชม</td>,<td>Permintaan Lagu Chat Penonton</td>,<td>Yêu cầu bài hát qua trò chuyện của người xem</td>,<td>Tittarchatt låtbegäran</td>,<td>Písničky na přání z chatu diváků</td>
docs/getting-started/trial-comparison.md,118,<td>實況效果板（圖片 / 影片 / 音效）</td>,<td>实况效果板（图片 / 视频 / 音效）</td>,<td>Media Board (Images / Videos / Sounds)</td>,<td>Media Board (Imágenes / Vídeos / Sonidos)</td>,<td>Media Board (Imágenes / Vídeos / Sonidos)</td>,<td>Media Board (Imagens / Vídeos / Sons)</td>,<td>Media Board (Imagens / Vídeos / Sons)</td>,<td>メディアボード（画像 / 動画 / 効果音）</td>,<td>Media Board (Изображения / Видео / Звуки)</td>,<td>Media Board (Bilder / Videos / Sounds)</td>,<td>Media Board (Images / Vidéos / Sons)</td>,<td>미디어 보드 (이미지 / 영상 / 사운드)</td>,<td>Media Board (Obrazy / Filmy / Dźwięki)</td>,<td>Media Board (Immagini / Video / Suoni)</td>,<td>Media Board (Afbeeldingen / Video's / Geluiden)</td>,<td>Media Board (Görseller / Videolar / Sesler)</td>,<td>Media Board (รูปภาพ / วิดีโอ / เสียง)</td>,<td>Media Board (Gambar / Video / Suara)</td>,<td>Media Board (Hình ảnh / Video / Âm thanh)</td>,<td>Media Board (Bilder / Videor / Ljud)</td>,<td>Media Board (Obrázky / Videa / Zvuky)</td>
docs/getting-started/trial-comparison.md,119,"      <td className=""trial-cell"">僅各可新增 1 個</td>","<td className=""trial-cell"">仅各可新增 1 个</td>","<td className=""trial-cell"">Can only add 1 of each</td>","<td className=""trial-cell"">Solo se puede añadir 1 de cada uno</td>","<td className=""trial-cell"">Solo se puede añadir 1 de cada uno</td>","<td className=""trial-cell"">Só é possível adicionar 1 de cada</td>","<td className=""trial-cell"">Apenas é possível adicionar 1 de cada</td>","<td className=""trial-cell"">それぞれ1つのみ追加可能</td>","<td className=""trial-cell"">Можно добавить только по 1 каждого вида</td>","<td className=""trial-cell"">Es kann jeweils nur 1 hinzugefügt werden</td>","<td className=""trial-cell"">Ne peut ajouter que 1 de chaque</td>","<td className=""trial-cell"">각각 1개씩만 추가 가능</td>","<td className=""trial-cell"">Można dodać tylko po 1 z każdego</td>","<td className=""trial-cell"">È possibile aggiungerne solo 1 per ciascuno</td>","<td className=""trial-cell"">Kan van elk slechts 1 toevoegen</td>","<td className=""trial-cell"">Her birinden yalnızca 1 adet eklenebilir</td>","<td className=""trial-cell"">เพิ่มได้เพียงอย่างละ 1 อันเท่านั้น</td>","<td className=""trial-cell"">Hanya dapat menambah masing-masing 1</td>","<td className=""trial-cell"">Chỉ có thể thêm 1 mục cho mỗi loại</td>","<td className=""trial-cell"">Kan endast lägga till 1 av varje</td>","<td className=""trial-cell"">Lze přidat pouze 1 od každého</td>"
docs/getting-started/trial-comparison.md,120,"      <td className=""pro-cell""><span className=""dot ok""></span> 無數量限制</td>","<td className=""pro-cell""><span className=""dot ok""></span> 无数量限制</td>","<td className=""pro-cell""><span className=""dot ok""></span> No quantity limit</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sin límite de cantidad</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sin límite de cantidad</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sem limite de quantidade</td>","<td className=""pro-cell""><span className=""dot ok""></span> Sem limite de quantidade</td>","<td className=""pro-cell""><span className=""dot ok""></span> 数量制限なし</td>","<td className=""pro-cell""><span className=""dot ok""></span> Без ограничений по количеству</td>","<td className=""pro-cell""><span className=""dot ok""></span> Keine Mengenbeschränkung</td>","<td className=""pro-cell""><span className=""dot ok""></span> Aucune limite de quantité</td>","<td className=""pro-cell""><span className=""dot ok""></span> 수량 제한 없음</td>","<td className=""pro-cell""><span className=""dot ok""></span> Bez limitu ilości</td>","<td className=""pro-cell""><span className=""dot ok""></span> Nessun limite di quantità</td>","<td className=""pro-cell""><span className=""dot ok""></span> Geen kwantiteitslimiet</td>","<td className=""pro-cell""><span className=""dot ok""></span> Miktar sınırı yok</td>","<td className=""pro-cell""><span className=""dot ok""></span> ไม่จำกัดจำนวน</td>","<td className=""pro-cell""><span className=""dot ok""></span> Tanpa batasan jumlah</td>","<td className=""pro-cell""><span className=""dot ok""></span> Không giới hạn số lượng</td>","<td className=""pro-cell""><span className=""dot ok""></span> Ingen mängdbegränsning</td>","<td className=""pro-cell""><span className=""dot ok""></span> Bez kapacitního omezení</td>"
docs/getting-started/trial-comparison.md,127,:::info 關於升級,:::info 关于升级,:::info About Upgrading,:::info Acerca de la actualización,:::info Acerca de la actualización,:::info Sobre o Upgrade,:::info Sobre o Upgrade,:::info アップグレードについて,:::info Об обновлении версии,:::info Über das Upgrade,:::info À propos de la mise à niveau,:::info 업그레이드 안내,:::info O ulepszeniu do wersji wyższej,:::info Informazioni sull'aggiornamento,:::info Over upgraden,:::info Yükseltme Hakkında,:::info เกี่ยวกับการอัปเกรด,:::info Tentang Peningkatan Sapi,:::info Về việc nâng cấp,:::info Om uppgradering,:::info O upgradu
docs/getting-started/trial-comparison.md,128,試用版與正式版在 Steam 上為兩個獨立的應用程式。購買正式版後需另外安裝，兩者的設定與紀錄不互通。,试用版与正式版在 Steam 上为两个独立的应用程序。购买正式版后需另外安装，两者的设置与纪录不互通。,"The trial version and full version are two separate applications on Steam. After purchasing the full version, it must be installed separately, and settings and records are not shared between them.","La versión de prueba y la versión completa son dos aplicaciones independientes en Steam. Después de comprar la versión completa, debe instalarse por separado, y los ajustes y registros no se comparten entre sí.","La versión de prueba y la versión completa son dos aplicaciones independientes en Steam. Después de comprar la versión completa, debe instalarse por separado, y los ajustes y registros no se comparten entre sí.","A versão de teste e a versão completa são dois aplicativos independentes no Steam. Após adquirir a versão completa, ela deve ser instalada separadamente, e as configurações e registros não são compartilhados entre si.","A versão de teste e a versão completa são duas aplicações independentes no Steam. Após adquirir a versão completa, ela deve ser instalada separadamente, e as definições e registos não são partilhados entre si.",試用版と製品版は Steam 上で2つの独立したアプリケーションとなっています。製品版の購入後は別途インストールが必要であり、両者の設定や記録は互換性がありません。,"Пробная и полная версии являются двумя отдельными приложениями в Steam. После покупки полной версии её необходимо установить отдельно, при этом настройки и записи между ними не переносятся.",Die Testversion und die Vollversion sind zwei separate Anwendungen auf Steam. Nach dem Kauf der Vollversion muss diese separat installiert werden; die Einstellungen und Aufzeichnungen werden nicht untereinander übertragen.,"La version d'essai et la version complète sont deux applications distinctes auf Steam. Après l'achat de la version complète, celle-ci doit être installée séparément, et les paramètres et historiques ne sont pas transférables entre les deux.","체험판과 정식판은 Steam에서 두 개의 독립된 애플리케이션입니다. 정식판을 구매한 후에는 별도로 설치해야 하며, 두 버전의 설정과 기록은 서로 연동되지 않습니다.","Wersja próbna i pełna to dwie oddzielne aplikacje na platformie Steam. Po zakupie pełnej wersji należy ją zainstalować osobno, a ustawienia i zapisy nie są współdzielone między nimi.","La versione di prova e la versione completa sono due applicazioni separate su Steam. Dopo aver acquistato la versione completa, deve essere installata separatamente, e le impostazioni e i record non sono condivisi tra di loro.","De proefversie en de volledige versie zijn twee afzonderlijke applicaties op Steam. Na aankoop van de volledige versie moet deze apart worden geïnstalleerd, en de instellingen en gegevens worden niet onderling uitgewisseld.","Deneme sürümü ve tam sürüm, Steam'de iki ayrı uygulamadır. Tam sürümü satın aldıktan sonra ayrıca kurulması gerekir ve iki sürümün ayarları ile kayıtları birbiriyle paylaşılmaz.",เวอร์ชันทดลองใช้งานและเวอร์ชันเต็มเป็นสองแอปพลิเคชันที่แยกจากกันบน Steam หลังจากซื้อเวอร์ชันเต็มแล้วจะต้องติดตั้งแยกต่างหาก โดยการตั้งค่าและบันทึกข้อมูลของทั้งสองเวอร์ชันจะไม่สามารถใช้ร่วมกันได้,"Versi uji coba dan versi penuh adalah iki aplikasi terpisah di Steam. Setelah membeli versi penuh, Anda harus menginstalnya secara terpisah, ve pengaturan serta riwayat di antara iku tidak saling terhubung.","Phiên bản dùng thử và phiên bản chính thức là hai ứng dụng độc lập trên Steam. Sau khi mua phiên bản chính thức, bạn cần cài đặt riêng và các cài đặt cũng như hồ sơ lưu trữ của cả hai sẽ không được thông nhau.","Testversionen och den fullständiga versionen är två separata applikationer på Steam. Efter köp av den fullständiga versionen måste den installeras separat, och inställningar och historik överförs inte mellan dem.","Zkušební verze a plná verze jsou na Steamu dvě samostatné aplikace. Po zakoupení plné verze je nutné ji nainstalovat zvlášť, přičemž nastavení a záznamy obou verzí nejsou vzájemně propojeny."
docs/platforms/youtube.md,5,# YouTube API 設定,# YouTube API 设置,# YouTube API Settings,# Configuración de la API de YouTube,# Configuración de la API de YouTube,# Configurações da API do YouTube,# Configurações da API do YouTube,# YouTube API 設定,# Настройка YouTube API,# YouTube API-Einstellungen,# Paramètres de l'API YouTube,# YouTube API 설정,# Ustawienia YouTube API,# Impostazioni API di YouTube,# YouTube API-instellingen,# YouTube API Ayarları,# การตั้งค่า YouTube API,# Pengaturan YouTube API,# Cài đặt YouTube API,# Inställningar för YouTube API,# Nastavení YouTube API
docs/platforms/youtube.md,7,本教學說明如何取得 YouTube Data API 的 **API Key** 和**頻道 ID**，用於`實況精華標記`功能。,本教学说明如何取得 YouTube Data API 的 **API Key** 和**频道 ID**，用于`实况精彩标记`功能。,"This tutorial explains how to obtain the **API Key** and **Channel ID** for the YouTube Data API, used for the `Stream Highlight Marker` feature.","Este tutorial explica cómo obtener la **API Key** y el **ID de canal** de la YouTube Data API, utilizados para la función `Marcador de momentos destacados de stream`.","Este tutorial explica cómo obtener la **API Key** y el **ID del canal** de la YouTube Data API, utilizados para la función `Marcador de momentos destacados de stream`.","Este tutorial explica como obter a **API Key** e o **ID do canal** da YouTube Data API, usados para o recurso `Marcador de destaques da stream`.","Este tutorial explica como obter a **API Key** e o **ID do canal** da YouTube Data API, usados para a funcionalidade `Marcador de destaques da stream`.",このチュートリアルでは、`配信ハイライトマーカー`機能に使用する YouTube Data API の **API Key** と**チャンネル ID** の取得方法を説明します。,"В этом руководстве объясняется, как получить **API Key** и **ID канала** для YouTube Data API, которые используются для функции `Метка лучших моментов трансляции`.","Dieses Tutorial erklärt, wie Sie den **API Key** und die **Kanal-ID** für die YouTube Data API abrufen, die für die Funktion `Stream-Highlight-Markierung` verwendet werden.","Ce tutoriel explique comment obtenir l'**API Key** et l'**identifiant de chaîne** pour l'YouTube Data API, utilisés pour la fonctionnalité `Marqueur de temps fort du stream`.",이 튜토리얼은 `스트림 하이라이트 마커` 기능에 사용되는 YouTube Data API의 **API Key** 및 **채널 ID**를 가져오는 방법을 설명합니다偏。,"Ten samouczek wyjaśnia, jak uzyskać **API Key** i **identyfikator kanału** dla YouTube Data API, używane w funkcji `Znacznik najlepszych momentów streamu`.","Questo tutorial spiega come ottenere la **API Key** e l'**ID del canale** per la YouTube Data API, utilizzati per la funzione `Marcatore momenti salienti stream`.","In deze handleiding wordt uitgelegd hoe u de **API Key** en **Kanaal-ID** voor de YouTube Data API kunt verkrijgen, die worden gebruikt voor de functie `Stream-hoogtepuntmarkering`.","Bu eğitici içerik, `Yayın öne çıkan an işaretleyicisi` özelliği için kullanılan YouTube Data API **API Key** ve **Kanal Kimliği** bilgilerinin nasıl alınacağını açıklar.",บทเรียนนี้จะอธิบายวิธีการรับ **API Key** และ **รหัสช่อง** ของ YouTube Data API สำหรับใช้งานในฟังก์ชัน `ตัวทำเครื่องหมายไฮไลต์สตรีม`,"Tutorial ini menjelaskan cara mendapatkan **API Key** dan **ID Saluran** untuk YouTube Data API, yang digunakan untuk fitur `Penanda Sorotan Stream`.","Hướng dẫn này giải thích cách lấy **API Key** và **ID kênh** của YouTube Data API, được sử dụng cho tính năng `Đánh dấu khoảnh khắc nổi bật của stream`.","Den här guiden förklarar hur du skaffar **API Key** och **kanal-ID** för YouTube Data API, som används för funktionen `Ström-höjdpunktsmarkör`.","Tento návod vysvětluje, jak získat **API Key** a **ID kanálu** pro YouTube Data API, které se používají pro funkci `Značka nejlepších okamžiků streamu`."
